,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_number,ID,color_id,frame,track,batch,pass,environment,bee_range,filepath,background,reID,color_num
114,114,114,114,114,114,114,99,white-green,6444,21,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000021.frame006444.jpg,blue,99,49
115,115,115,115,115,115,115,99,white-green,5940,17,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000017.frame005940.jpg,white,99,49
116,116,116,116,116,116,116,103,white-lillac,11314,40,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000040.frame011314.jpg,blue,103,50
117,117,117,117,117,117,117,103,white-lillac,11731,44,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000044.frame011731.jpg,blue,103,50
118,118,118,118,118,118,118,102,white-orange,10889,104,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000104.frame010889.jpg,blue,102,51
119,119,119,119,119,119,119,102,white-orange,10723,102,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000102.frame010723.jpg,white,102,51
120,120,120,120,120,120,120,66,yellow-blue,2358,28,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000028.frame002358.jpg,blue,66,56
121,121,121,121,121,121,121,66,yellow-blue,1785,21,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000021.frame001785.jpg,white,66,56
122,122,122,122,122,122,122,67,yellow-green,6942,36,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000036.frame006942.jpg,blue,67,57
123,123,123,123,123,123,123,67,yellow-green,2810,10,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000010.frame002810.jpg,white,67,57
124,124,124,124,124,124,124,71,yellow-lillac,63968,615,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000615.frame063968.jpg,blue,71,58
125,125,125,125,125,125,125,71,yellow-lillac,62887,604,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000604.frame062887.jpg,white,71,58
126,126,126,126,126,126,126,70,yellow-orange,6738,74,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006738.jpg,blue,70,59
127,127,127,127,127,127,127,70,yellow-orange,6577,72,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006577.jpg,white,70,59
